sampledate,year4,month,daynum,max_air_temp_adjusted,max_air_temp_raw,min_air_temp_adjusted,min_air_temp_raw,ave_air_temp_adjusted,ave_air_temp_raw,range_air_temp_adjusted,precip_raw_mm,snow_raw_cm,snow_depth_cm,data_status
2/9/32,1932,2,40,4.3,3.9,-8.2,-6.7,-2,-1.4,12.5,0.3,0,1.27,F
2/10/32,1932,2,41,7.1,6.7,-1.5,0,2.8,3.3,8.6,0.3,0,0,F
2/11/32,1932,2,42,12.6,12.2,-6.5,-5,3,3.6,19.1,2.3,0,0,F
2/12/32,1932,2,43,-1.8,-2.2,-10.4,-8.9,-6.1,-5.6,8.6,0,0,0,F
2/13/32,1932,2,44,-2.4,-2.8,-13.7,-12.2,-8.1,-7.5,11.3,0,0,0,F
2/14/32,1932,2,45,-7.9,-8.3,-17,-15.6,-12.5,-11.9,9.1,0,0,0,F
2/15/32,1932,2,46,-0.7,-1.1,-11.5,-10,-6.1,-5.6,10.8,0,0,0,F
2/16/32,1932,2,47,2.1,1.7,-2.6,-1.1,-0.3,0.3,4.7,12.2,0,0,F
2/17/32,1932,2,48,2.6,2.2,-13.2,-11.7,-5.3,-4.7,15.8,0.3,0,0,F
2/18/32,1932,2,49,3.2,2.8,-14.3,-12.8,-5.6,-5,17.5,0,0,0,F
2/19/32,1932,2,50,-2.4,-2.8,-8.7,-7.2,-5.6,-5,6.3,0,0,0,F
2/20/32,1932,2,51,2.6,2.2,-10.4,-8.9,-3.9,-3.3,13,0,0,0,F
2/21/32,1932,2,52,9.3,8.9,-3.2,-1.7,3,3.6,12.5,0,0,0,F
2/22/32,1932,2,53,-1.3,-1.7,-12,-10.6,-6.7,-6.1,10.7,0,0,0,F
2/23/32,1932,2,54,-0.7,-1.1,-17,-15.6,-8.9,-8.3,16.3,0,0,0,F
2/24/32,1932,2,55,-0.2,-0.6,-7,-5.6,-3.6,-3.1,6.8,0,0,0,F
2/25/32,1932,2,56,14.8,14.4,-5.9,-4.4,4.4,5,20.7,0,0,0,F
2/26/32,1932,2,57,14.3,13.9,0.7,2.2,7.5,8.1,13.6,0,0,0,F
2/27/32,1932,2,58,9.3,8.9,-2,-0.6,3.6,4.2,11.3,0,0,0,F
2/28/32,1932,2,59,13.2,12.8,-3.7,-2.2,4.7,5.3,16.9,0,0,0,F
2/29/32,1932,2,60,8.7,8.3,0.7,2.2,4.7,5.3,8,0,0,0,F
3/1/32,1932,3,61,2.8,2.2,-4.9,-3.3,-1.2,-0.6,7.7,24.1,1.52,9.4,F
3/2/32,1932,3,62,2.2,1.7,-3.2,-1.7,-0.6,0,5.4,0,0,10.92,F
3/3/32,1932,3,63,1.7,1.1,-2.1,-0.6,-0.4,0.3,3.8,0,0,9.65,F
3/4/32,1932,3,64,5.6,5,-3.2,-1.7,1,1.7,8.8,0,0,8.38,F
3/5/32,1932,3,65,1.1,0.6,-16.6,-15,-7.9,-7.2,17.7,2.5,2.54,10.67,F
3/6/32,1932,3,66,-12.8,-13.3,-21.6,-20,-17.3,-16.7,8.8,0,0,10.16,F
3/7/32,1932,3,67,-13.3,-13.9,-21.6,-20,-17.6,-16.9,8.3,0,0,10.16,F
3/8/32,1932,3,68,-14.5,-15,-21.6,-20,-18.1,-17.5,7.1,0,0,10.16,F
3/9/32,1932,3,69,-9.5,-10,-19.4,-17.8,-14.5,-13.9,9.9,0,0,10.16,F
3/10/32,1932,3,70,-7.8,-8.3,-18.2,-16.7,-13.1,-12.5,10.4,0,0,10.16,F
3/11/32,1932,3,71,-5.6,-6.1,-17.1,-15.6,-11.5,-10.8,11.5,0,0,9.91,F
3/12/32,1932,3,72,-6.7,-7.2,-16.6,-15,-11.7,-11.1,9.9,0,0,9.91,F
3/13/32,1932,3,73,-3.9,-4.4,-12.7,-11.1,-8.4,-7.8,8.8,0.5,0.51,10.41,F
3/14/32,1932,3,74,-7.2,-7.8,-15.5,-13.9,-11.5,-10.8,8.3,0,0,10.16,F
3/15/32,1932,3,75,-1.1,-1.7,-12.1,-10.6,-6.7,-6.1,11,0,0,9.65,F
3/16/32,1932,3,76,5.6,5,-5.5,-3.9,-0.1,0.6,11.1,0,0,5.08,F
3/17/32,1932,3,77,1.7,1.1,-6.6,-5,-2.6,-1.9,8.3,0,0,3.56,F
3/18/32,1932,3,78,0.6,0,-8.2,-6.7,-4,-3.3,8.8,0.8,0.76,4.06,F
3/19/32,1932,3,79,0,-0.6,-9.9,-8.3,-5.1,-4.4,9.9,0,0,2.29,F
3/20/32,1932,3,80,0,-0.6,-12.1,-10.6,-6.2,-5.6,12.1,1.8,0,1.52,F
3/21/32,1932,3,81,-1.7,-2.2,-5.5,-3.9,-3.7,-3.1,3.8,3.3,5.08,6.6,F
3/22/32,1932,3,82,0.6,0,-8.8,-7.2,-4.2,-3.6,9.4,0,0,5.08,F
3/23/32,1932,3,83,0.6,0,-7.1,-5.6,-3.4,-2.8,7.7,0,0,2.03,F
3/24/32,1932,3,84,0,-0.6,-7.7,-6.1,-4,-3.3,7.7,2,2.54,4.06,F
3/25/32,1932,3,85,9.4,8.9,-5.5,-3.9,1.9,2.5,14.9,0,0,0.76,F
3/26/32,1932,3,86,7.8,7.2,0.1,1.7,3.8,4.4,7.7,0,0,0,F
3/27/32,1932,3,87,7.2,6.7,-2.7,-1.1,2.1,2.8,9.9,0,0,0,F
3/28/32,1932,3,88,8.9,8.3,-2.1,-0.6,3.3,3.9,11,0,0,0,F
3/29/32,1932,3,89,18.3,17.8,-1.6,0,8.3,8.9,19.9,0,0,0,F
3/30/32,1932,3,90,12.8,12.2,-2.7,-1.1,4.9,5.6,15.5,0,0,0,F
3/31/32,1932,3,91,2.8,2.2,-4.4,-2.8,-0.9,-0.3,7.2,11.7,0,0,F
4/1/32,1932,4,92,8.9,7.8,-1.5,0.6,3.6,4.2,10.4,0.3,0,0,F
4/2/32,1932,4,93,7.2,6.1,-3.7,-1.7,1.6,2.2,10.9,0,0,0,F
4/3/32,1932,4,94,3.9,2.8,-3.7,-1.7,-0.1,0.6,7.6,0,0,0,F
4/4/32,1932,4,95,13.3,12.2,-3.7,-1.7,4.7,5.3,17,2.5,0,0,F
4/5/32,1932,4,96,15.5,14.4,-0.4,1.7,7.4,8.1,15.9,0,0,0,F
4/6/32,1932,4,97,13.3,12.2,1.3,3.3,7.2,7.8,12,8.1,0,0,F
4/7/32,1932,4,98,13.3,12.2,1.8,3.9,7.4,8.1,11.5,8.6,0,0,F
4/8/32,1932,4,99,11.1,10,-0.4,1.7,5.2,5.8,11.5,0,0,0,F
4/9/32,1932,4,100,12.8,11.7,-1,1.1,5.8,6.4,13.8,0,0,0,F
4/10/32,1932,4,101,10.5,9.4,0.2,2.2,5.2,5.8,10.3,0,0,0,F
4/11/32,1932,4,102,8.3,7.2,-1,1.1,3.6,4.2,9.3,0,0,0,F
4/12/32,1932,4,103,5.5,4.4,-4.8,-2.8,0.2,0.8,10.3,0,0,0,F
4/13/32,1932,4,104,9.4,8.3,-3.7,-1.7,2.7,3.3,13.1,0,0,0,F
4/14/32,1932,4,105,11.7,10.6,-2.6,-0.6,4.4,5,14.3,0,0,0,F
4/15/32,1932,4,106,16.7,15.6,1.3,3.3,8.8,9.4,15.4,0,0,0,F
4/16/32,1932,4,107,11.7,10.6,-1,1.1,5.2,5.8,12.7,0,0,0,F
4/17/32,1932,4,108,11.7,10.6,-3.2,-1.1,4.1,4.7,14.9,0,0,0,F
4/18/32,1932,4,109,14.4,13.3,-0.4,1.7,6.9,7.5,14.8,0,0,0,F
4/19/32,1932,4,110,16.7,15.6,0.7,2.8,8.6,9.2,16,0,0,0,F
4/20/32,1932,4,111,18.3,17.2,4.6,6.7,11.3,11.9,13.7,3.8,0,0,F
4/21/32,1932,4,112,20.5,19.4,4,6.1,12.2,12.8,16.5,0,0,0,F
4/22/32,1932,4,113,23.9,22.8,5.7,7.8,14.7,15.3,18.2,0,0,0,F
4/23/32,1932,4,114,18.3,17.2,2.9,5,10.5,11.1,15.4,0,0,0,F
4/24/32,1932,4,115,7.8,6.7,1.8,3.9,4.7,5.3,6,2,0,0,F
4/25/32,1932,4,116,5.5,4.4,-1,1.1,2.2,2.8,6.5,0.5,0,0,F
4/26/32,1932,4,117,6.7,5.6,-2.1,0,2.2,2.8,8.8,0.3,0,0,F
4/27/32,1932,4,118,16.1,15,-1.5,0.6,7.2,7.8,17.6,0,0,0,F
4/28/32,1932,4,119,19.4,18.3,4,6.1,11.6,12.2,15.4,0,0,0,F
4/29/32,1932,4,120,15,13.9,7.9,10,11.3,11.9,7.1,0.3,0,0,F
4/30/32,1932,4,121,15,13.9,6.3,8.3,10.5,11.1,8.7,0,0,0,F
5/1/32,1932,5,122,13.6,12.8,2,4.4,7.7,8.6,11.6,0,0,0,F
5/2/32,1932,5,123,18.1,17.2,2,4.4,9.9,10.8,16.1,0.3,0,0,F
5/3/32,1932,5,124,16.4,15.6,4.8,7.2,10.5,11.4,11.6,6.1,0,0,F
4/3/37,1937,4,93,3.9,2.8,-3.2,-1.1,0.2,0.8,7.1,0.3,0,0,F
4/4/37,1937,4,94,6.1,5,-1,1.1,2.4,3.1,7.1,8.6,0,0,F
4/5/37,1937,4,95,4.4,3.3,-2.1,0,1.1,1.7,6.5,0.5,0,0,F
4/6/37,1937,4,96,11.1,10,-2.1,0,4.4,5,13.2,0,0,0,F
4/7/37,1937,4,97,10,8.9,0.2,2.2,4.9,5.6,9.8,2.5,0,0,F
4/8/37,1937,4,98,7.8,6.7,-1,1.1,3.3,3.9,8.8,0.3,0,0,F
4/9/37,1937,4,99,8.3,7.2,-4.3,-2.2,1.9,2.5,12.6,0,0,0,F
4/10/37,1937,4,100,7.8,6.7,-4.8,-2.8,1.3,1.9,12.6,0,0,0,F
4/11/37,1937,4,101,13.9,12.8,-2.1,0,5.8,6.4,16,0,0,0,F
4/12/37,1937,4,102,11.7,10.6,0.2,2.2,5.8,6.4,11.5,0,0,0,F
4/13/37,1937,4,103,18.9,17.8,5.2,7.2,11.9,12.5,13.7,0,0,0,F
4/14/37,1937,4,104,16.7,15.6,2.9,5,9.7,10.3,13.8,9.7,0,0,F
4/15/37,1937,4,105,6.7,5.6,-1.5,0.6,2.4,3.1,8.2,0.5,0,0,F
4/16/37,1937,4,106,11.1,10,-3.2,-1.1,3.8,4.4,14.3,0,0,0,F
4/17/37,1937,4,107,13.3,12.2,4.6,6.7,8.8,9.4,8.7,0.5,0,0,F
4/18/37,1937,4,108,20,18.9,7.4,9.4,13.6,14.2,12.6,0,0,0,F
4/19/37,1937,4,109,22.2,21.1,5.7,7.8,13.8,14.4,16.5,0,0,0,F
4/20/37,1937,4,110,13.9,12.8,2.9,5,8.3,8.9,11,4.6,0,0,F
4/21/37,1937,4,111,7.8,6.7,0.2,2.2,3.8,4.4,7.6,22.9,0,0,F
4/22/37,1937,4,112,14.4,13.3,-1.5,0.6,6.3,6.9,15.9,0,0,0,F
4/23/37,1937,4,113,18.3,17.2,0.7,2.8,9.4,10,17.6,0,0,0,F
4/24/37,1937,4,114,16.1,15,1.3,3.3,8.6,9.2,14.8,5.3,0,0,F
4/25/37,1937,4,115,6.1,5,-0.4,1.7,2.7,3.3,6.5,0.5,0,0,F
4/26/37,1937,4,116,8.9,7.8,0.7,2.8,4.7,5.3,8.2,0,0,0,F
4/27/37,1937,4,117,8.3,7.2,0.2,2.2,4.1,4.7,8.1,0.3,0,0,F
4/28/37,1937,4,118,13.9,12.8,0.7,2.8,7.2,7.8,13.2,0,0,0,F
4/29/37,1937,4,119,18.3,17.2,4,6.1,11.1,11.7,14.3,1.3,0,0,F
4/30/37,1937,4,120,12.2,11.1,5.7,7.8,8.8,9.4,6.5,30.7,0,0,F
5/1/37,1937,5,121,18.1,17.2,5.4,7.8,11.6,12.5,12.7,0,0,0,F
5/3/37,1937,5,123,18.6,17.8,8.2,10.6,13.3,14.2,10.4,0,0,0,F
5/4/37,1937,5,124,17.5,16.7,7.6,10,12.4,13.3,9.9,1.5,0,0,F
5/5/37,1937,5,125,14.7,13.9,4.8,7.2,9.7,10.6,9.9,0,0,0,F
5/6/37,1937,5,126,17.5,16.7,4.3,6.7,10.8,11.7,13.2,0,0,0,F
5/7/37,1937,5,127,20.8,20,3.2,5.6,11.9,12.8,17.6,0,0,0,F
5/8/37,1937,5,128,23.6,22.8,8.7,11.1,16.1,16.9,14.9,0,0,0,F
5/9/37,1937,5,129,17,16.1,3.7,6.1,10.2,11.1,13.3,0,0,0,F
5/10/37,1937,5,130,19.7,18.9,2.6,5,11.1,11.9,17.1,0,0,0,F
5/11/37,1937,5,131,19.2,18.3,6.5,8.9,12.7,13.6,12.7,1.8,0,0,F
5/12/37,1937,5,132,24.2,23.3,12,14.4,18,18.9,12.2,7.6,0,0,F
5/13/37,1937,5,133,16.4,15.6,2.6,5,9.4,10.3,13.8,0.3,0,0,F
5/14/37,1937,5,134,12,11.1,-0.2,2.2,5.8,6.7,12.2,0,0,0,F
5/15/37,1937,5,135,14.7,13.9,0.9,3.3,7.7,8.6,13.8,0,0,0,F
5/16/37,1937,5,136,20.3,19.4,6.5,8.9,13.3,14.2,13.8,0.5,0,0,F
5/17/37,1937,5,137,22,21.1,7.6,10,14.7,15.6,14.4,0,0,0,F
5/18/37,1937,5,138,17,16.1,5.4,7.8,11.1,11.9,11.6,7.1,0,0,F
5/19/37,1937,5,139,19.7,18.9,5.4,7.8,12.4,13.3,14.3,0,0,0,F
5/20/37,1937,5,140,17,16.1,3.7,6.1,10.2,11.1,13.3,2.8,0,0,F
5/21/37,1937,5,141,27,26.1,10.4,12.8,18.6,19.4,16.6,0,0,0,F
5/22/37,1937,5,142,19.7,18.9,8.7,11.1,14.1,15,11,0,0,0,F
5/23/37,1937,5,143,19.7,18.9,7.6,10,13.6,14.4,12.1,0,0,0,F
5/24/37,1937,5,144,22.5,21.7,5.4,7.8,13.8,14.7,17.1,0,0,0,F
5/25/37,1937,5,145,22.5,21.7,9.3,11.7,15.8,16.7,13.2,0.5,0,0,F
5/26/37,1937,5,146,25.8,25,11.5,13.9,18.6,19.4,14.3,7.9,0,0,F
5/27/37,1937,5,147,20.3,19.4,8.7,11.1,14.4,15.3,11.6,7.9,0,0,F
5/28/37,1937,5,148,26.4,25.6,9.3,11.7,17.7,18.6,17.1,0,0,0,F
5/29/37,1937,5,149,30.3,29.4,13.2,15.6,21.6,22.5,17.1,0,0,0,F
5/30/37,1937,5,150,32.5,31.7,17,19.4,24.7,25.6,15.5,0,0,0,F
5/31/37,1937,5,151,30.8,30,14.8,17.2,22.7,23.6,16,1,0,0,F
6/1/37,1937,6,152,19.7,18.3,12.5,15,16,16.7,7.2,0,0,0,F
6/2/37,1937,6,153,19.2,17.8,10.2,12.8,14.6,15.3,9,1.3,0,0,F
6/3/37,1937,6,154,25.3,23.9,10.8,13.3,17.9,18.6,14.5,0,0,0,F
6/4/37,1937,6,155,20.8,19.4,11.3,13.9,16,16.7,9.5,0,0,0,F
6/5/37,1937,6,156,26.9,25.6,13,15.6,19.9,20.6,13.9,4.6,0,0,F
6/6/37,1937,6,157,18.1,16.7,9.1,11.7,13.5,14.2,9,0,0,0,F
6/8/37,1937,6,159,18.6,17.2,6.3,8.9,12.4,13.1,12.3,2.8,0,0,F
6/9/37,1937,6,160,16.4,15,4.1,6.7,10.1,10.8,12.3,0,0,0,F
6/10/37,1937,6,161,21.4,20,6.3,8.9,13.8,14.4,15.1,0,0,0,F
6/11/37,1937,6,162,24.7,23.3,6.9,9.4,15.7,16.4,17.8,0,0,0,F
6/12/37,1937,6,163,26.4,25,10.2,12.8,18.2,18.9,16.2,1,0,0,F
6/13/37,1937,6,164,23.6,22.2,11.9,14.4,17.6,18.3,11.7,18.5,0,0,F
6/14/37,1937,6,165,24.2,22.8,13,15.6,18.5,19.2,11.2,2,0,0,F
6/15/37,1937,6,166,28.1,26.7,13,15.6,20.4,21.1,15.1,0,0,0,F
6/16/37,1937,6,167,23.6,22.2,13,15.6,18.2,18.9,10.6,17.8,0,0,F
6/17/37,1937,6,168,23.6,22.2,13.6,16.1,18.5,19.2,10,13.2,0,0,F
6/18/37,1937,6,169,25.8,24.4,11.9,14.4,18.8,19.4,13.9,0,0,0,F
6/19/37,1937,6,170,26.4,25,14.7,17.2,20.4,21.1,11.7,1,0,0,F
6/20/37,1937,6,171,30.3,28.9,15.8,18.3,22.9,23.6,14.5,13.2,0,0,F
6/21/37,1937,6,172,26.9,25.6,14.7,17.2,20.7,21.4,12.2,0,0,0,F
6/22/37,1937,6,173,28.6,27.2,15.2,17.8,21.8,22.5,13.4,0,0,0,F
6/23/37,1937,6,174,30.3,28.9,14.1,16.7,22.1,22.8,16.2,2.8,0,0,F
6/24/37,1937,6,175,35.8,34.4,19.7,22.2,27.6,28.3,16.1,0,0,0,F
6/25/37,1937,6,176,33.6,32.2,20.2,22.8,26.8,27.5,13.4,1.8,0,0,F
6/26/37,1937,6,177,28.1,26.7,16.3,18.9,22.1,22.8,11.8,0,0,0,F
6/27/37,1937,6,178,29.2,27.8,14.7,17.2,21.8,22.5,14.5,0,0,0,F
6/28/37,1937,6,179,27.5,26.1,15.2,17.8,21.3,21.9,12.3,0,0,0,F
6/29/37,1937,6,180,21.4,20,10.8,13.3,16,16.7,10.6,5.3,0,0,F
6/30/37,1937,6,181,22.5,21.1,7.5,10,14.9,15.6,15,1.3,0,0,F
7/1/37,1937,7,182,26.9,25.6,11.1,13.9,18.9,19.7,15.8,0.5,0,0,F
7/2/37,1937,7,183,30.3,28.9,15.6,18.3,22.8,23.6,14.7,0,0,0,F
7/3/37,1937,7,184,31.9,30.6,17.8,20.6,24.7,25.6,14.1,0.3,0,0,F
7/4/37,1937,7,185,29.1,27.8,15.6,18.3,22.2,23.1,13.5,0,0,0,F
7/5/37,1937,7,186,30.8,29.4,17.2,20,23.9,24.7,13.6,0,0,0,F
7/6/37,1937,7,187,33,31.7,16.1,18.9,24.5,25.3,16.9,0,0,0,F
7/7/37,1937,7,188,34.1,32.8,18.3,21.1,26.1,26.9,15.8,0,0,0,F
7/9/37,1937,7,190,34.7,33.3,20,22.8,27.2,28.1,14.7,0,0,0,F
7/10/37,1937,7,191,35.3,33.9,20.6,23.3,27.8,28.6,14.7,0,0,0,F
7/11/37,1937,7,192,35.8,34.4,19.4,22.2,27.5,28.3,16.4,0,0,0,F
7/12/37,1937,7,193,31.4,30,17.8,20.6,24.5,25.3,13.6,31.2,0,0,F
7/13/37,1937,7,194,31.4,30,18.3,21.1,24.7,25.6,13.1,0,0,0,F
7/14/37,1937,7,195,30.8,29.4,18.9,21.7,24.7,25.6,11.9,0,0,0,F
7/15/37,1937,7,196,31.4,30,18.9,21.7,25,25.8,12.5,0.3,0,0,F
7/16/37,1937,7,197,30.3,28.9,15.6,18.3,22.8,23.6,14.7,0,0,0,F
7/17/37,1937,7,198,24.7,23.3,10,12.8,17.2,18.1,14.7,0,0,0,F
7/18/37,1937,7,199,28,26.7,12.2,15,20,20.8,15.8,0,0,0,F
7/19/37,1937,7,200,29.1,27.8,13.3,16.1,21.1,21.9,15.8,0,0,0,F
7/20/37,1937,7,201,30.3,28.9,14.4,17.2,22.2,23.1,15.9,0,0,0,F
7/21/37,1937,7,202,31.9,30.6,16.7,19.4,24.2,25,15.2,0,0,0,F
7/22/37,1937,7,203,31.9,30.6,17.8,20.6,24.7,25.6,14.1,0,0,0,F
7/23/37,1937,7,204,31.9,30.6,18.3,21.1,25,25.8,13.6,0,0,0,F
7/24/37,1937,7,205,31.4,30,16.7,19.4,23.9,24.7,14.7,0,0,0,F
7/25/37,1937,7,206,24.1,22.8,12.8,15.6,18.3,19.2,11.3,5.6,0,0,F
7/26/37,1937,7,207,24.1,22.8,10,12.8,17,17.8,14.1,0,0,0,F
7/27/37,1937,7,208,28,26.7,11.7,14.4,19.7,20.6,16.3,0,0,0,F
7/28/37,1937,7,209,29.1,27.8,17.2,20,23.1,23.9,11.9,0,0,0,F
7/29/37,1937,7,210,30.8,29.4,15,17.8,22.8,23.6,15.8,0,0,0,F
7/30/37,1937,7,211,30.3,28.9,13.9,16.7,22,22.8,16.4,0.3,0,0,F
7/31/37,1937,7,212,28,26.7,10.6,13.3,19.2,20,17.4,6.1,0,0,F
8/1/37,1937,8,213,31,30,12.3,15,21.5,22.5,18.7,0,0,0,F
8/2/37,1937,8,214,30.4,29.4,15.6,18.3,22.8,23.9,14.8,0,0,0,F
8/3/37,1937,8,215,28.8,27.8,19.5,22.2,24,25,9.3,4.1,0,0,F
8/4/37,1937,8,216,31,30,17.3,20,24,25,13.7,0,0,0,F
7/6/42,1942,7,187,22.5,21.1,10.6,13.3,16.4,17.2,11.9,0.3,0,0,F
7/7/42,1942,7,188,26.4,25,11.7,14.4,18.9,19.7,14.7,0,0,0,F
7/8/42,1942,7,189,27.5,26.1,12.2,15,19.7,20.6,15.3,0,0,0,F
7/9/42,1942,7,190,26.4,25,11.7,14.4,18.9,19.7,14.7,4.6,0,0,F
7/10/42,1942,7,191,31.4,30,13.3,16.1,22.2,23.1,18.1,0.3,0,0,F
7/11/42,1942,7,192,31.9,30.6,17.8,20.6,24.7,25.6,14.1,0,0,0,F
7/12/42,1942,7,193,31.9,30.6,16.7,19.4,24.2,25,15.2,0,0,0,F
7/13/42,1942,7,194,30.3,28.9,15,17.8,22.5,23.3,15.3,31.2,0,0,F
7/14/42,1942,7,195,27.5,26.1,13.9,16.7,20.6,21.4,13.6,0,0,0,F
7/15/42,1942,7,196,23.6,22.2,13.9,16.7,18.6,19.4,9.7,18.8,0,0,F
7/16/42,1942,7,197,34.7,33.3,17.8,20.6,26.1,26.9,16.9,0,0,0,F
7/17/42,1942,7,198,34.7,33.3,20.6,23.3,27.5,28.3,14.1,0,0,0,F
7/18/42,1942,7,199,34.1,32.8,19.4,22.2,26.7,27.5,14.7,1.8,0,0,F
7/19/42,1942,7,200,28.6,27.2,18.9,21.7,23.6,24.4,9.7,7.1,0,0,F
7/20/42,1942,7,201,30.3,28.9,17.2,20,23.6,24.4,13.1,0,0,0,F
7/21/42,1942,7,202,23.6,22.2,14.4,17.2,18.9,19.7,9.2,3.3,0,0,F
7/22/42,1942,7,203,26.4,25,12.8,15.6,19.5,20.3,13.6,0,0,0,F
7/23/42,1942,7,204,28,26.7,13.9,16.7,20.8,21.7,14.1,0,0,0,F
7/24/42,1942,7,205,29.1,27.8,14.4,17.2,21.7,22.5,14.7,0,0,0,F
7/26/42,1942,7,207,30.3,28.9,15.6,18.3,22.8,23.6,14.7,0,0,0,F
7/27/42,1942,7,208,30.8,29.4,16.1,18.9,23.3,24.2,14.7,0,0,0,F
7/28/42,1942,7,209,28,26.7,15.6,18.3,21.7,22.5,12.4,14.5,0,0,F
7/29/42,1942,7,210,24.7,23.3,15,17.8,19.7,20.6,9.7,0,0,0,F
7/30/42,1942,7,211,27.5,26.1,13.9,16.7,20.6,21.4,13.6,0.5,0,0,F
7/31/42,1942,7,212,30.3,28.9,19.4,22.2,24.7,25.6,10.9,0,0,0,F
8/1/42,1942,8,213,28.8,27.8,16.7,19.4,22.6,23.6,12.1,26.4,0,0,F
8/2/42,1942,8,214,28.2,27.2,16.2,18.9,22,23.1,12,0,0,0,F
8/3/42,1942,8,215,24.9,23.9,12.3,15,18.4,19.4,12.6,0,0,0,F
8/4/42,1942,8,216,27.6,26.7,14,16.7,20.6,21.7,13.6,0,0,0,F
8/5/42,1942,8,217,27.6,26.7,12.3,15,19.8,20.8,15.3,0,0,0,F
8/6/42,1942,8,218,26,25,13.4,16.1,19.5,20.6,12.6,6.4,0,0,F
8/7/42,1942,8,219,27.6,26.7,14.5,17.2,20.9,21.9,13.1,2.5,0,0,F
8/8/42,1942,8,220,25.4,24.4,15.1,17.8,20.1,21.1,10.3,0.8,0,0,F
8/9/42,1942,8,221,26,25,14.5,17.2,20.1,21.1,11.5,0,0,0,F
8/10/42,1942,8,222,25.4,24.4,12.9,15.6,19,20,12.5,0,0,0,F
8/11/42,1942,8,223,23.2,22.2,10.6,13.3,16.7,17.8,12.6,0,0,0,F
8/12/42,1942,8,224,26,25,10.1,12.8,17.8,18.9,15.9,0,0,0,F
8/13/42,1942,8,225,25.4,24.4,10.6,13.3,17.8,18.9,14.8,0,0,0,F
8/14/42,1942,8,226,26,25,14.5,17.2,20.1,21.1,11.5,1.3,0,0,F
8/15/42,1942,8,227,25.4,24.4,14.5,17.2,19.8,20.8,10.9,0,0,0,F
8/16/42,1942,8,228,24.3,23.3,11.2,13.9,17.6,18.6,13.1,0,0,0,F
8/17/42,1942,8,229,26.5,25.6,10.6,13.3,18.4,19.4,15.9,0,0,0,F
8/18/42,1942,8,230,27.6,26.7,15.1,17.8,21.2,22.2,12.5,0,0,0,F
8/19/42,1942,8,231,28.8,27.8,15.1,17.8,21.7,22.8,13.7,0,0,0,F
8/20/42,1942,8,232,29.9,28.9,17.9,20.6,23.7,24.7,12,0,0,0,F
8/21/42,1942,8,233,32.1,31.1,18.4,21.1,25.1,26.1,13.7,0,0,0,F
8/22/42,1942,8,234,26.5,25.6,12.3,15,19.2,20.3,14.2,11.2,0,0,F
8/23/42,1942,8,235,17.6,16.7,9.5,12.2,13.4,14.4,8.1,0,0,0,F
8/24/42,1942,8,236,21,20,7.3,10,14,15,13.7,0,0,0,F
8/25/42,1942,8,237,23.2,22.2,8.4,11.1,15.6,16.7,14.8,0,0,0,F
8/26/42,1942,8,238,25.4,24.4,11.2,13.9,18.1,19.2,14.2,0.8,0,0,F
8/27/42,1942,8,239,28.8,27.8,15.6,18.3,22,23.1,13.2,0,0,0,F
8/28/42,1942,8,240,30.4,29.4,16.7,19.4,23.4,24.4,13.7,0.3,0,0,F
8/30/42,1942,8,242,31,30,18.4,21.1,24.5,25.6,12.6,10.4,0,0,F
8/31/42,1942,8,243,32.6,31.7,17.9,20.6,25.1,26.1,14.7,1.8,0,0,F
9/1/42,1942,9,244,31.7,31.1,18.4,21.1,25.1,26.1,13.3,3.3,0,0,F
9/2/42,1942,9,245,26.1,25.6,13.9,16.7,20.1,21.1,12.2,11.9,0,0,F
9/3/42,1942,9,246,20.5,20,10.6,13.3,15.6,16.7,9.9,0,0,0,F
9/4/42,1942,9,247,23.3,22.8,8.4,11.1,15.9,16.9,14.9,0,0,0,F
9/5/42,1942,9,248,26.1,25.6,11.7,14.4,19,20,14.4,0,0,0,F
9/6/42,1942,9,249,23.9,23.3,11.2,13.9,17.6,18.6,12.7,0,0,0,F
9/7/42,1942,9,250,20,19.4,13.9,16.7,17,18.1,6.1,24.6,0,0,F
9/8/42,1942,9,251,20,19.4,14.5,17.2,17.3,18.3,5.5,2.8,0,0,F
9/9/42,1942,9,252,20,19.4,13.9,16.7,17,18.1,6.1,11.7,0,0,F
9/10/42,1942,9,253,25.5,25,12.3,15,19,20,13.2,0,0,0,F
9/11/42,1942,9,254,29.4,28.9,14.5,17.2,22,23.1,14.9,0,0,0,F
9/12/42,1942,9,255,24.4,23.9,13.4,16.1,19,20,11,0.8,0,0,F
9/13/42,1942,9,256,24.4,23.9,12.8,15.6,18.7,19.7,11.6,28.2,0,0,F
9/14/42,1942,9,257,27.2,26.7,14.5,17.2,20.9,21.9,12.7,3.8,0,0,F
9/15/42,1942,9,258,26.1,25.6,15.6,18.3,20.9,21.9,10.5,0,0,0,F
9/16/42,1942,9,259,27.8,27.2,14.5,17.2,21.2,22.2,13.3,1.5,0,0,F
9/17/42,1942,9,260,28.3,27.8,17.3,20,22.8,23.9,11,0,0,0,F
9/18/42,1942,9,261,28.3,27.8,15,17.8,21.7,22.8,13.3,38.1,0,0,F
9/19/42,1942,9,262,18.3,17.8,7.8,10.6,13.1,14.2,10.5,2.3,0,0,F
9/20/42,1942,9,263,16.1,15.6,5.6,8.3,10.9,11.9,10.5,0,0,0,F
