"site_id","survey_id","survey_date","time_start","time_end","observer","wind_speed","wind_dir","air_temp","temp_units","cloud_cover","notes"
"CA-200",1044,"2001-12-05 00:00:00","1899-12-30 10:15:00","1899-12-30 10:30:00","D. Stuart",10,"",45,"F",0,"NW view partly blocked by walls. Traffic on Trailblazer."
"CA-800",1046,"2001-12-05 00:00:00","1899-12-30 09:05:00","1899-12-30 09:20:00","D. Stuart",10,"",40,"F",0,"NW view blocked by wall, NE, E partly blocked by wall. Traffic on Deer Valley Rd."
"LI-100",1048,"2001-12-23 00:00:00","1899-12-30 09:35:00","1899-12-30 09:50:00","D. Stuart",5,"",50,"F",70,"SE view blocked by house, vegetation and wall.  Many birds in tall grass/weeds of field to NW."
"LI-400",1050,"2001-12-23 00:00:00","1899-12-30 08:45:00","1899-12-30 09:00:00","D. Stuart",0,"",45,"F",70,"Church in session across street--lots of vehicles. Probably undercounting RODOs."
"LI-C",1052,"2001-12-23 00:00:00","1899-12-30 09:10:00","1899-12-30 09:25:00","D. Stuart",5,"",45,"F",70,"Flock of 200 RWBLs seen distant NW in ag field.  Some people in park."
"OR-100",1053,"2001-12-27 00:00:00","1899-12-30 09:50:00","1899-12-30 10:05:00","D. Stuart",0,"",45,"F",5,"Some traffic."
"OR-400",1055,"2001-12-27 00:00:00","1899-12-30 10:15:00","1899-12-30 10:30:00","D. Stuart",5,"",50,"F",10,"Address of house across street is 2927.  Some traffic.  Barking dogs."
"OR-C",1057,"2001-12-27 00:00:00","1899-12-30 09:25:00","1899-12-30 09:40:00","D. Stuart",0,"",45,"F",5,"Point is fenced off and berm is being graded.  Birded at south side of fence 10m S from point.  Barking dogs."
"HY-200",1059,"2001-12-26 00:00:00","1899-12-30 09:15:00","1899-12-30 09:30:00","D. Stuart",5,"",40,"F",20,"Traffic noise.  NE and N views blocked by house.  623 W. Chipman has seed feeders in frontyard tree."
"HY-400",1060,"2001-12-26 00:00:00","1899-12-30 07:40:00","1899-12-30 07:55:00","D. Stuart",5,"",40,"F",20,"NE view blocked partly by house.  Lots of traffic noise on 7th Ave."
"HY-C",1062,"2001-12-26 00:00:00","1899-12-30 08:30:00","1899-12-30 08:45:00","D. Stuart",10,"",40,"F",20,"A few people in park."
"NU-200",1064,"2001-12-26 00:00:00","1899-12-30 10:05:00","1899-12-30 10:20:00","D. Stuart",5,"",45,"F",10,"Traffic on Weir."
"NU-800",1066,"2001-12-26 00:00:00","1899-12-30 10:50:00","1899-12-30 11:05:00","D. Stuart",10,"",45,"F",10,"Domestic fowl (ducks, geese, chickens) in yards.  Probably undercounted HOSPs."
"WR-100",1068,"2001-12-07 00:00:00","1899-12-30 08:55:00","1899-12-30 09:10:00","D. Stuart",10,"",50,"F",0,"W, NW views blocked by wall, house.  SW view partly blocked by houses.  Lots of traffic on Grovers and noise from 7th Ave."
"WR-400",1070,"2001-12-07 00:00:00","1899-12-30 08:10:00","1899-12-30 08:25:00","D. Stuart",5,"",45,"F",0,"NE view blocked by house.  NW, W partly blocked by hedge.  Traffic noise on Grovers."
"WR-C",1072,"2001-12-05 00:00:00","1899-12-30 11:00:00","1899-12-30 11:15:00","D. Stuart",10,"",50,"F",0,"Some people in park."
"HR-200",1074,"2001-12-31 00:00:00","1899-12-30 08:25:00","1899-12-30 08:40:00","D. Stuart",0,"",50,"F",100,"NW view blocked by building.  Jet noise.  Barking dogs."
"HR-800",1076,"2001-12-31 00:00:00","1899-12-30 07:40:00","1899-12-30 07:55:00","D. Stuart",0,"",50,"F",95,"Very dangerous; many transients drinking.  Jet noise.  Train noise.  Loose dog."
"HR-C",1077,"2001-12-31 00:00:00","1899-12-30 09:10:00","1899-12-30 09:25:00","D. Stuart",5,"",50,"F",100,"SW, W, NE, E views partly blocked by buildings.  Children and park worker.  No birds grazing in grass as usual."
"CH-100",1078,"2001-12-10 00:00:00","1899-12-30 09:10:00","1899-12-30 09:25:00","D. Stuart",10,"",45,"F",90,""
"CH-200",1079,"2001-12-08 00:00:00","1899-12-30 10:25:00","1899-12-30 10:40:00","D. Stuart",5,"",55,"F",0,"SW, W, NW views blocked by houses and vegetation."
"CH-400",1080,"2001-12-08 00:00:00","1899-12-30 10:50:00","1899-12-30 11:05:00","D. Stuart",5,"",55,"F",0,"NW, W views blocked by houses.  Some traffic."
"CH-800",1081,"2001-12-08 00:00:00","1899-12-30 11:10:00","1899-12-30 11:25:00","D. Stuart",5,"",55,"F",0,"SW view blocked by house.  Lawn mowing.  Traffic noise from Shea."
"CH-C",1082,"2001-12-10 00:00:00","1899-12-30 08:50:00","1899-12-30 09:05:00","D. Stuart",10,"",50,"F",90,"Encounter between NOMO and COHA reported by park worker."
"SO-100",1083,"2001-12-08 00:00:00","1899-12-30 09:35:00","1899-12-30 09:50:00","D. Stuart",5,"",55,"F",0,"Traffic on 52nd St."
"SO-400",1085,"2001-12-08 00:00:00","1899-12-30 08:45:00","1899-12-30 09:00:00","D. Stuart",5,"",50,"F",0,"W, NW views blocked by houses; SW partly blocked.  Lots of traffic on 52nd St."
"SO-C",1087,"2001-12-10 00:00:00","1899-12-30 08:20:00","1899-12-30 08:35:00","D. Stuart",5,"",50,"F",80,"Unable to bird in sequence due to youth soccer all over field on 12-9-01."
"AT-200",1089,"2001-12-12 00:00:00","1899-12-30 11:05:00","1899-12-30 11:20:00","D. Stuart",5,"",50,"F",70,"NW view blocked by houses."
"ED-100",1093,"2002-01-01 00:00:00","1899-12-30 09:30:00","1899-12-30 09:45:00","D. Stuart",15,"",55,"F",0,"NW, W, SW views blocked by structure.  Noise from freeway."
"ED-400",1095,"2002-01-01 00:00:00","1899-12-30 08:40:00","1899-12-30 08:55:00","D. Stuart",5,"",50,"F",0,"Lots of noise from freeway.  A few pedestrians.  3 loose dogs."
"ED-C",1097,"2002-01-01 00:00:00","1899-12-30 09:50:00","1899-12-30 10:05:00","D. Stuart",10,"",55,"F",0,"Several people in park.  Noise from freeway."
"HY-E",865,"2001-09-07 00:00:00","1899-12-30 06:55:00","1899-12-30 07:10:00","C. Putnam",5,"E",80,"F",0,"10% obstructed view to W, SE.  Jet and traffic noise."
"HY-S",866,"2001-09-07 00:00:00","1899-12-30 07:20:00","1899-12-30 07:35:00","C. Putnam",0,"",83,"F",0,"25% 0bstructed view to S, W, N."
"HY-W",867,"2001-09-07 00:00:00","1899-12-30 07:45:00","1899-12-30 08:00:00","C. Putnam",3,"E",85,"F",0,"80% obstructed view to SW (tree).  Traffic and jet noise."
"NU-S",868,"2001-09-06 00:00:00","1899-12-30 06:30:00","1899-12-30 06:45:00","C. Putnam",0,"",79,"F",0,"25% obstructed view E and W.  Traffic and neighborhood noise."
"NU-W",869,"2001-09-06 00:00:00","1899-12-30 07:05:00","1899-12-30 07:20:00","C. Putnam",,"E",80,"F",0,"25% obstructed view E and W.  25% S.  Traffic and pedestrians."
"NU-C",870,"2001-09-06 00:00:00","1899-12-30 07:35:00","1899-12-30 07:50:00","C. Putnam",,"E",80,"F",0,"Traffic and construction noise."
"NU-E",871,"2001-09-06 00:00:00","1899-12-30 08:40:00","1899-12-30 08:55:00","C. Putnam",10,"E",85,"F",0,"40% obstructed view to W.  Traffic."
"NU-N",872,"2001-09-06 00:00:00","1899-12-30 08:10:00","1899-12-30 08:25:00","C. Putnam",0,"",85,"F",0,"75% obstructed view to E.  Heavy traffic."
"WT-200",1099,"2001-12-11 00:00:00","1899-12-30 09:35:00","1899-12-30 09:50:00","D. Stuart",15,"",40,"F",90,"SW, W, NW views blocked by houses."
"WT-800",1101,"2001-12-11 00:00:00","1899-12-30 10:15:00","1899-12-30 10:30:00","D. Stuart",15,"",45,"F",100,"NW view blocked by house.  Barking dog."
"EA-100",1103,"2001-12-31 00:00:00","1899-12-30 10:05:00","1899-12-30 10:20:00","D. Stuart",5,"",55,"F",90,"SW view partly blocked by house.  Did not count birds in park to west.  Jet and truck noise."
"EA-400",1105,"2001-12-31 00:00:00","1899-12-30 11:20:00","1899-12-30 11:35:00","D. Stuart",10,"",55,"F",80,"SW, S, E, N views blocked.  A lot of traffic."
"EA-C",1107,"2001-12-31 00:00:00","1899-12-30 10:30:00","1899-12-30 10:45:00","D. Stuart",5,"",55,"F",90,"E, S, N views partly blocked.  Several transients, some with children camped out in park.  Jet noise."
"WS-100",1109,"2001-12-29 00:00:00","1899-12-30 09:50:00","1899-12-30 10:05:00","D. Stuart",5,"",50,"F",95,"Stood at S side of street because of truck blocking view."
"WS-400",1111,"2001-12-29 00:00:00","1899-12-30 10:35:00","1899-12-30 10:50:00","D. Stuart",5,"",55,"F",100,"Stood S of point.  Traffic noise."
"WS-C",1113,"2001-12-29 00:00:00","1899-12-30 09:25:00","1899-12-30 09:40:00","D. Stuart",0,"",50,"F",95,"Play area fenced off for renovation.  CBTH seen 40m to E after count. Bird feeders in backyard to S."
"WS-100",1114,"2002-01-04 00:00:00","1899-12-30 08:40:00","1899-12-30 08:55:00","D. Stuart",5,"",45,"F",0,"Rebird at proper spot.  N, NE, E views partly blocked by houses."
"LI-800",1116,"2002-01-04 00:00:00","1899-12-30 09:40:00","1899-12-30 09:55:00","D. Stuart",5,"",50,"F",0,"Rebird at proper spot.  NW, N, NE views blocked by houses.  Saw one RTHA fly by after count.  Domestic fowl.  Workmen at school.  Some traffic."
"CG-200",1118,"2001-12-11 00:00:00","1899-12-30 11:00:00","1899-12-30 11:15:00","D. Stuart",10,"",40,"F",100,"NE, N, NW views partly blocked by houses."
"CG-800",1120,"2001-12-12 00:00:00","1899-12-30 08:30:00","1899-12-30 08:45:00","D. Stuart",0,"",45,"F",100,"NE, N, NW views blocked.  Flock of CAGOs (13) flew over westbound."
"WS-100",1122,"2001-12-17 00:00:00","1899-12-30 10:50:00","1899-12-30 11:05:00","C. Putnam",4,"E",50,"F",20,"25% obstructed views E, W, N.  Some traffic."
"WS-400",1124,"2001-12-17 00:00:00","1899-12-30 09:50:00","1899-12-30 10:05:00","C. Putnam",0,"",45,"F",20,"70% obstructed view to W, 40% to E.  Garbage truck noise."
"WS-C",1126,"2001-12-17 00:00:00","1899-12-30 10:30:00","1899-12-30 10:45:00","C. Putnam",6,"E",50,"F",20,"25% obstructed views NE, SE."
"OR-200",1128,"2001-12-16 00:00:00","1899-12-30 11:20:00","1899-12-30 11:35:00","C. Putnam",6,"N",60,"F",0,"70% obstructed view to W, 25% E.  Traffic on 47th Ave."
"OR-800",1130,"2001-12-16 00:00:00","1899-12-30 10:35:00","1899-12-30 10:50:00","C. Putnam",2,"SE",55,"F",0,"70% obstructed view to N, 50% W, S, E."
"NU-100",1132,"2001-12-11 00:00:00","1899-12-30 09:05:00","1899-12-30 09:20:00","C. Putnam",6,"E",55,"F",95,"25% obstructed views N, S.  Barking dogs."
"NU-400",1134,"2001-12-11 00:00:00","1899-12-30 10:05:00","1899-12-30 10:20:00","C. Putnam",4,"E",55,"F",100,"25% obstructed view to S."
"NU-C",1136,"2001-12-11 00:00:00","1899-12-30 09:25:00","1899-12-30 09:40:00","C. Putnam",3,"S",55,"F",100,"4 dogs running loose in park.  2 park workers.  Traffic.  Pedistrians."
"HY-200",1138,"2001-12-16 00:00:00","1899-12-30 08:15:00","1899-12-30 08:30:00","C. Putnam",0,"",45,"F",0,"50% obstructed view NE, 25% SE.  Traffic noise on 7th Ave.  Bird feeders in yard."
"HY-800",1140,"2001-12-16 00:00:00","1899-12-30 08:55:00","1899-12-30 09:10:00","C. Putnam",2,"S",45,"F",0,"70% obstructed view to NE, 50% E, SE.  Traffic noise."
"WS-100",1142,"2001-12-06 00:00:00","1899-12-30 09:30:00","1899-12-30 09:45:00","B. Rambo",0,"",45,"F",0,""
"AT-400",1294,"2002-03-04 00:00:00","1899-12-30 08:15:00","1899-12-30 08:30:00","S. Lerman",0,"",57,"F",0,"10% obstructed view.  CACW (CAWR) heard N Dir. with no distance."
"AT-C",1296,"2002-03-04 00:00:00","1899-12-30 09:00:00","1899-12-30 09:15:00","S. Lerman",3,"N",64,"F",0,"10% obstructed view."
"CA-100",1297,"2002-03-12 00:00:00","1899-12-30 08:35:00","1899-12-30 08:50:00","S. Lerman",3,"SE",74,"F",0,"15% obstructed view."
"CA-400",1299,"2002-03-12 00:00:00","1899-12-30 07:20:00","1899-12-30 07:35:00","S. Lerman",3,"N",58,"F",5,"20% obstructed view."
"CA-C",1301,"2002-03-12 00:00:00","1899-12-30 08:15:00","1899-12-30 08:30:00","S. Lerman",0,"",74,"F",10,"10% obstructed view."
"CG-100",1302,"2002-03-05 00:00:00","1899-12-30 07:30:00","1899-12-30 07:45:00","S. Lerman",0,"",48,"F",5,"15% obstructed view."
"CG-400",1304,"2002-03-05 00:00:00","1899-12-30 08:05:00","1899-12-30 08:20:00","S. Lerman",0,"",58,"F",5,"25% obstructed view.  Sprinklers on at 3412."
"CG-C",1306,"2002-03-05 00:00:00","1899-12-30 07:10:00","1899-12-30 07:25:00","S. Lerman",0,"",40,"F",5,""
"WT-200",1308,"2002-03-05 00:00:00","1899-12-30 09:55:00","1899-12-30 10:10:00","S. Lerman",0,"",74,"F",20,"15% obstructed view.  8 RODOs, 15 EUSTs seen flying @ the plot."
"WT-800",1310,"2002-03-05 00:00:00","1899-12-30 08:55:00","1899-12-30 09:10:00","S. Lerman",0,"",72,"F",5,"20% obstructed view.  1 EUST flyover seen N Dir."
"OR-100",1312,"2002-03-09 00:00:00","1899-12-30 08:40:00","1899-12-30 08:55:00","D. Stuart",5,"",55,"F",0,"Corner house revamped and for sale.  Workmen.  Traffic."
"OR-400",1314,"2002-03-09 00:00:00","1899-12-30 09:15:00","1899-12-30 09:30:00","D. Stuart",5,"",60,"F",0,"Houses fixed up.  Traffic noise from Thomas."
"OR-C",1316,"2002-03-09 00:00:00","1899-12-30 08:15:00","1899-12-30 08:30:00","D. Stuart",5,"",55,"F",0,"Berm has been replaced by concrete sidewalk."
"PA-100",1317,"2002-03-14 00:00:00","1899-12-30 08:10:00","1899-12-30 08:25:00","S. Lerman",10,"NW",58,"F",0,"25% obstructed view.  Construction workers.  School beginning.  1 RODO flyover N Dir."
"PA-400",1319,"2002-03-14 00:00:00","1899-12-30 07:05:00","1899-12-30 07:20:00","S. Lerman",3,"N",50,"F",0,"20% obstructed view."
"PA-C",1321,"2002-03-14 00:00:00","1899-12-30 07:50:00","1899-12-30 08:05:00","S. Lerman",3,"NW",53,"F",0,"5% obstructed view.  Park ranger cleaning playground area.  42 INDOs total when I left."
"WR-200",1323,"2002-03-14 00:00:00","1899-12-30 09:35:00","1899-12-30 09:50:00","S. Lerman",15,"W",65,"F",0,"20% obstructed view."
"WR-800",1325,"2002-03-14 00:00:00","1899-12-30 10:20:00","1899-12-30 10:35:00","S. Lerman",10,"W",66,"F",0,"20% obstructed view."
"EA-100",1327,"2002-03-18 00:00:00","1899-12-30 06:40:00","1899-12-30 06:55:00","S. Lerman",5,"E",58,"F",85,"10% obstructed view.  Flyovers:  4 MODOs N Dir, 1 GTGR N Dir."
"EA-400",1329,"2002-03-18 00:00:00","1899-12-30 07:20:00","1899-12-30 07:35:00","S. Lerman",5,"NW",58,"F",65,"30% obstructed view."
"EA-C",1331,"2002-03-18 00:00:00","1899-12-30 08:00:00","1899-12-30 08:15:00","S. Lerman",3,"N",65,"F",10,"10% obstructed view."
"ED-200",1333,"2002-03-18 00:00:00","1899-12-30 08:50:00","1899-12-30 09:05:00","S. Lerman",5,"NW",68,"F",25,"5% obstructed view."
"ED-800",1335,"2002-03-18 00:00:00","1899-12-30 09:30:00","1899-12-30 09:45:00","S. Lerman",3,"N",72,"F",20,"5% obstructed view."
"HR-100",1337,"2002-03-22 00:00:00","1899-12-30 06:45:00","1899-12-30 07:00:00","S. Lerman",0,"",63,"F",20,"10% obstructed view.  Loud music at house across street."
"HR-400",1339,"2002-03-22 00:00:00","1899-12-30 07:25:00","1899-12-30 07:40:00","S. Lerman",3,"S",64,"F",5,"30% obstructed view by cars and houses.  Workers at house next to point."
"HR-800",1340,"2002-03-22 00:00:00","1899-12-30 07:45:00","1899-12-30 08:00:00","S. Lerman",3,"E",70,"F",5,"5% obstructed view."
"HR-C",1341,"2002-03-22 00:00:00","1899-12-30 08:10:00","1899-12-30 08:25:00","S. Lerman",3,"SE",77,"F",0,"10% obstructed view."
"LI-100",1342,"2002-03-26 00:00:00","1899-12-30 09:15:00","1899-12-30 09:30:00","S. Lerman",10,"NE",73,"F",30,"10% obstructed view.  Polution bank in distance."
"LI-200",1343,"2002-03-26 00:00:00","1899-12-30 09:35:00","1899-12-30 09:50:00","S. Lerman",10,"E",75,"F",20,"10% obstructed view.  Polution to W."
"LI-400",1344,"2002-03-26 00:00:00","1899-12-30 09:55:00","1899-12-30 10:10:00","S. Lerman",10,"E",73,"F",20,"5% obstructed view.  Dog barking."
"LI-800",1345,"2002-03-26 00:00:00","1899-12-30 08:35:00","1899-12-30 08:50:00","S. Lerman",5,"E",70,"F",5,"20% obstructed view."
"LI-C",1346,"2002-03-26 00:00:00","1899-12-30 08:55:00","1899-12-30 09:10:00","S. Lerman",5,"NE",70,"F",5,"Low polution visible to W and N mountains."
"CG-100",1347,"2002-03-16 00:00:00","1899-12-30 09:00:00","1899-12-30 09:15:00","D. Stuart",10,"",50,"F",50,"NW view blocked by house.  Yardworker.  Wind increasing."
"OR-100",1357,"2002-03-27 00:00:00","1899-12-30 09:15:00","1899-12-30 09:30:00","S. Lerman",3,"N",79,"F",30,"5% obstructed view."
"OR-400",1359,"2002-03-27 00:00:00","1899-12-30 08:05:00","1899-12-30 08:20:00","S. Lerman",3,"NE",70,"F",30,"15% obstructed view."
"OR-C",1361,"2002-03-27 00:00:00","1899-12-30 08:50:00","1899-12-30 09:05:00","S. Lerman",3,"N",75,"F",15,""
"HY-100",1362,"2002-03-29 00:00:00","1899-12-30 07:50:00","1899-12-30 08:05:00","S. Lerman",3,"NW",65,"F",65,"10% obstructed view.  Traffic."
"HY-400",1364,"2002-03-29 00:00:00","1899-12-30 06:50:00","1899-12-30 07:05:00","S. Lerman",3,"S",57,"F",65,"10% obstructed view.  Traffic.  2 RODOs S Dir seen with no distance.  4 at least RODOs W Dir seen with no distance.  14 at least RODOs SW Dir seen with no distance."
"HY-C",1366,"2002-03-29 00:00:00","1899-12-30 07:30:00","1899-12-30 07:45:00","S. Lerman",0,"",60,"F",70,"10% obstructed view.  Flyovers:  2 GBHEs N Dir, 1 BCNH N Dir."
"NU-200",1368,"2002-03-29 00:00:00","1899-12-30 08:50:00","1899-12-30 09:05:00","S. Lerman",5,"NW",66,"F",75,"5% obstructed view."
"NU-800",1370,"2002-03-29 00:00:00","1899-12-30 09:30:00","1899-12-30 09:45:00","S. Lerman",3,"NW",70,"F",90,"15% obstructed view."
"WS-100",1372,"2002-03-25 00:00:00","1899-12-30 10:10:00","1899-12-30 10:25:00","S. Lerman",3,"NE",70,"F",0,"10% obstructed view."
"WS-400",1374,"2002-03-25 00:00:00","1899-12-30 09:10:00","1899-12-30 09:25:00","S. Lerman",5,"N",70,"F",0,"20% obstructed view.  1 MODO flyover."
"WS-C",1376,"2002-03-25 00:00:00","1899-12-30 09:50:00","1899-12-30 10:05:00","S. Lerman",3,"NE",70,"F",0,"1 RTHA soaring over field W Dir."
"ED-200",1378,"2002-03-27 00:00:00","1899-12-30 09:30:00","1899-12-30 09:45:00","D. Stuart",10,"",65,"F",30,"W, NW views blocked by apts.  E view blocked partly by church.  Noise from freeway and traffic on 20th St.  Pedestrians."
"ED-800",1380,"2002-03-27 00:00:00","1899-12-30 10:10:00","1899-12-30 10:25:00","D. Stuart",10,"",65,"F",30,"NE, SE views blocked partly by buildings.  Lots of freeway and traffic noise.  Pedestrians."
"EA-100",1382,"2002-03-27 00:00:00","1899-12-30 07:40:00","1899-12-30 07:55:00","D. Stuart",10,"",60,"F",20,"Traffic noise.  Rooster in yard at point.  Several noisy trucks."
"EA-400",1384,"2002-03-27 00:00:00","1899-12-30 08:25:00","1899-12-30 08:40:00","D. Stuart",10,"",60,"F",20,"S, SW, W views blocked.  NW, N, NE, SE partly blocked.  Trucks."
"EA-C",1386,"2002-03-27 00:00:00","1899-12-30 07:15:00","1899-12-30 07:30:00","D. Stuart",10,"",60,"F",20,"Lots of noise from jets and traffic.  Lots more HOSPs here."
"HY-200",1388,"2002-03-12 00:00:00","1899-12-30 10:20:00","1899-12-30 10:35:00","D. Stuart",5,"",70,"F",20,"N, NE views blocked.  Lots of traffic."
"HY-800",1390,"2002-03-12 00:00:00","1899-12-30 09:10:00","1899-12-30 09:25:00","D. Stuart",10,"",60,"F",20,"School not in session.  Lots of traffic noise.  N, NE, E views blocked; SE partly blocked."
"HY-C",1391,"2002-03-12 00:00:00","1899-12-30 09:35:00","1899-12-30 09:50:00","D. Stuart",10,"",65,"F",20,"Noise from concrete block plant to E."
"LI-100",1392,"2002-03-09 00:00:00","1899-12-30 10:10:00","1899-12-30 10:25:00","D. Stuart",10,"",60,"F",0,"SE view blocked.  Birds popping up in brush but couldn't identify, probably HOSP/HOLA."
"LI-400",1394,"2002-03-10 00:00:00","1899-12-30 09:45:00","1899-12-30 10:00:00","D. Stuart",0,"",65,"F",90,"SE view blocked.  People attending church."
"LI-C",1396,"2002-03-10 00:00:00","1899-12-30 10:30:00","1899-12-30 10:45:00","D. Stuart",0,"",65,"F",90,"Many shrubs and trees removed on W and NW border of park."
"WS-200",1398,"2002-03-22 00:00:00","1899-12-30 09:00:00","1899-12-30 09:15:00","D. Stuart",10,"",70,"F",0,"N, NE, E views blocked.  Some traffic noise."
"WS-800",1400,"2002-03-22 00:00:00","1899-12-30 09:45:00","1899-12-30 10:00:00","D. Stuart",5,"",75,"F",0,"SE, S, SW views blocked."
"AT-100",1402,"2002-03-20 00:00:00","1899-12-30 07:30:00","1899-12-30 07:45:00","D. Stuart",5,"",55,"F",0,"E view partly blocked.  Children arriving at school."
"AT-400",1404,"2002-03-20 00:00:00","1899-12-30 08:15:00","1899-12-30 08:30:00","D. Stuart",0,"",60,"F",0,"NW view partly blocked."
"AT-C",1406,"2002-03-20 00:00:00","1899-12-30 07:10:00","1899-12-30 07:25:00","D. Stuart",5,"",55,"F",0,""
"HR-200",1408,"2002-03-30 00:00:00","1899-12-30 06:50:00","1899-12-30 07:05:00","D. Stuart",10,"",65,"F",0,"SE, E, NE views partly blocked.  Noisy truck.  Loose dogs."
"HR-800",1410,"2002-03-30 00:00:00","1899-12-30 07:40:00","1899-12-30 07:55:00","D. Stuart",10,"",70,"F",0,"Fire truck and street crew truck parked 50m to E.  Jet noise.  Train moving on track."
"PA-100",1412,"2002-03-29 00:00:00","1899-12-30 08:55:00","1899-12-30 09:10:00","D. Stuart",5,"",60,"F",90,"E, NE views blocked by new houses.  Lots of construction noise and activity.  Seed feeder in yard to N."
"PA-400",1414,"2002-03-29 00:00:00","1899-12-30 09:40:00","1899-12-30 09:55:00","D. Stuart",5,"",60,"F",90,"W, NW, N, NE views partly blocked."
"OR-E",879,"2001-09-22 00:00:00","1899-12-30 06:40:00","1899-12-30 06:55:00","B. Rambo",0,"",75,"F",0,"2."
"OR-S",880,"2001-09-22 00:00:00","1899-12-30 07:10:00","1899-12-30 07:25:00","B. Rambo",0,"",75,"F",0,"3."
"OR-N",881,"2001-09-22 00:00:00","1899-12-30 06:15:00","1899-12-30 06:30:00","B. Rambo",0,"",75,"F",0,"1."
"OR-W",882,"2001-09-22 00:00:00","1899-12-30 07:35:00","1899-12-30 07:50:00","B. Rambo",0,"",75,"F",0,"4."
"LI-C",883,"2001-09-23 00:00:00","1899-12-30 07:00:00","1899-12-30 07:15:00","B. Rambo",5,"E",75,"F",0,"3."
"LI-N",884,"2001-09-23 00:00:00","1899-12-30 07:25:00","1899-12-30 07:40:00","B. Rambo",5,"E",75,"F",0,"4."
"LI-S",885,"2001-09-23 00:00:00","1899-12-30 06:10:00","1899-12-30 06:25:00","B. Rambo",5,"E",75,"F",0,"1.  Noisy neighbors."
"LI-W",886,"2001-09-23 00:00:00","1899-12-30 06:35:00","1899-12-30 06:50:00","B. Rambo",5,"E",75,"F",0,"2."
"LI-E",887,"2001-09-23 00:00:00","1899-12-30 07:50:00","1899-12-30 08:05:00","B. Rambo",5,"E",75,"F",0,"5."
"NU-S",888,"2001-09-24 00:00:00","1899-12-30 07:25:00","1899-12-30 07:40:00","B. Rambo",5,"E",75,"F",0,"4."
"NU-N",889,"2001-09-24 00:00:00","1899-12-30 06:35:00","1899-12-30 06:50:00","B. Rambo",5,"E",75,"F",0,"2.  Traffic noise."
"NU-E",890,"2001-09-24 00:00:00","1899-12-30 07:00:00","1899-12-30 07:15:00","B. Rambo",5,"E",75,"F",0,"3."
"NU-W",891,"2001-09-24 00:00:00","1899-12-30 07:50:00","1899-12-30 08:05:00","B. Rambo",0,"",75,"F",0,"5."
"NU-C",892,"2001-09-24 00:00:00","1899-12-30 06:10:00","1899-12-30 06:25:00","B. Rambo",5,"E",75,"F",0,"1."
"HY-W",893,"2001-09-25 00:00:00","1899-12-30 07:25:00","1899-12-30 07:40:00","B. Rambo",5,"E",75,"F",0,"4.  Traffic noise."
"HY-S",894,"2001-09-25 00:00:00","1899-12-30 07:00:00","1899-12-30 07:15:00","B. Rambo",5,"E",75,"F",0,"3."
"HY-E",895,"2001-09-25 00:00:00","1899-12-30 06:35:00","1899-12-30 06:50:00","B. Rambo",5,"E",75,"F",0,"2."
"HY-N",896,"2001-09-25 00:00:00","1899-12-30 06:10:00","1899-12-30 06:25:00","B. Rambo",5,"E",75,"F",0,"1."
"HY-C",897,"2001-09-25 00:00:00","1899-12-30 07:50:00","1899-12-30 08:05:00","B. Rambo",5,"E",75,"F",0,"5."
"CG-C",898,"2001-09-15 00:00:00","1899-12-30 06:25:00","1899-12-30 06:40:00","B. Rambo",0,"",75,"F",0,"2."
"CG-W",899,"2001-09-15 00:00:00","1899-12-30 06:00:00","1899-12-30 06:15:00","B. Rambo",0,"",75,"F",0,"1."
"CG-N",900,"2001-09-15 00:00:00","1899-12-30 06:50:00","1899-12-30 07:05:00","B. Rambo",0,"",75,"F",0,"3."
"CG-E",901,"2001-09-15 00:00:00","1899-12-30 07:15:00","1899-12-30 07:30:00","B. Rambo",0,"",75,"F",0,"4."
"CG-S",902,"2001-09-15 00:00:00","1899-12-30 07:40:00","1899-12-30 07:55:00","B. Rambo",0,"",75,"F",0,"5."
"PA-C",1416,"2002-03-29 00:00:00","1899-12-30 08:35:00","1899-12-30 08:50:00","D. Stuart",5,"",60,"F",90,"Lots of people active in park.  City street crew."
"NU-200",1418,"2002-03-12 00:00:00","1899-12-30 08:05:00","1899-12-30 08:20:00","D. Stuart",5,"",60,"F",10,"Domestic fowl.  Loose dogs.  Some traffic."
"NU-800",1420,"2002-03-12 00:00:00","1899-12-30 07:20:00","1899-12-30 07:35:00","D. Stuart",5,"",55,"F",10,"Domestic fowl.  Some traffic.  Noisy children waiting for bus."
"SO-100",1422,"2002-03-20 00:00:00","1899-12-30 09:35:00","1899-12-30 09:50:00","D. Stuart",5,"",65,"F",0,"Sheep, chicken W of point, horses, geese to E.  Pedestrians and dogs.  SRP work crew."
"SO-400",1424,"2002-03-31 00:00:00","1899-12-30 06:45:00","1899-12-30 07:00:00","D. Stuart",5,"",65,"F",0,"NW view partly blocked.  Some traffic."
"SO-C",1426,"2002-03-20 00:00:00","1899-12-30 09:10:00","1899-12-30 09:25:00","D. Stuart",0,"",65,"F",0,""
"WR-200",1428,"2002-03-23 00:00:00","1899-12-30 10:10:00","1899-12-30 10:25:00","D. Stuart",10,"",65,"F",40,""
"WR-800",1430,"2002-03-29 00:00:00","1899-12-30 07:20:00","1899-12-30 07:35:00","D. Stuart",0,"",55,"F",80,"N, NE views blocked.  Lots of traffic.  Construction crew."
