"survey_id","site_id","species_id","distance","bird_count","notes","seen","heard","direction"
782,"PA-C","RODO","FT",3,"",1,0,"W "
782,"PA-C","HOSP",">40",12,"",0,1,"SW"
782,"PA-C","HOSP",">40",10,"",0,1,"N "
782,"PA-C","MODO","FT",2,"",1,0,"E "
782,"PA-C","INDO","FT",2,"",1,0,"E "
782,"PA-C","RODO",">40",2,"",1,0,"N "
782,"PA-C","BHCO","FT",2,"",1,1,"W "
782,"PA-C","VERD",">40",1,"",0,1,"S "
782,"PA-C","HOSP","10-20",3,"",1,1,"SW"
782,"PA-C","GTGR","10-20",4,"",1,1,"E "
782,"PA-C","WWDO",">40",2,"",0,1,"NW"
783,"PA-S","HOSP","10-20",3,"",1,1,"W "
783,"PA-S","HOSP","20-40",6,"",0,1,"W "
783,"PA-S","HOFI",">40",2,"",1,1,"NE"
783,"PA-S","EUST",">40",1,"",1,1,"NW"
783,"PA-S","GIWO","FT",1,"",1,1,"W "
783,"PA-S","ANHU","20-40",1,"",0,1,"W "
783,"PA-S","VERD","10-20",1,"",1,1,"SW"
783,"PA-S","HOFI","20-40",2,"",1,1,"SE"
783,"PA-S","HOSP",">40",6,"",0,1,"NE"
783,"PA-S","RODO","FT",2,"",1,0,"N "
783,"PA-S","HOSP","20-40",3,"",1,1,"NE"
783,"PA-S","GTGR","FT",2,"",1,1,"S "
783,"PA-S","HOSP","FT",3,"",1,1,"NE"
783,"PA-S","RODO","FT",1,"",1,0,"W "
784,"PA-W","INDO","20-40",6,"",1,1,"NE"
784,"PA-W","HOSP","20-40",12,"",1,1,"NE"
784,"PA-W","NOMO","10-20",2,"",1,1,"S "
784,"PA-W","EUST","20-40",3,"",1,1,"NE"
784,"PA-W","GTGR","FT",2,"",1,1,"S "
784,"PA-W","GIWO",">40",1,"",0,1,"N "
784,"PA-W","ANHU","10-20",1,"",1,1,"SW"
784,"PA-W","VERD","10-20",1,"",1,1,"SW"
784,"PA-W","NAWA","20-40",2,"",1,1,"SW"
784,"PA-W","CBTH",">40",1,"",1,1,"SW"
784,"PA-W","RODO","FT",3,"",1,0,"N "
784,"PA-W","MODO","FT",2,"",1,0,"W "
784,"PA-W","HOFI","20-40",4,"",1,1,"NE"
784,"PA-W","HOSP",">40",10,"",0,1,"N "
784,"PA-W","MODO","FT",2,"",1,0,"N "
784,"PA-W","HOSP","20-40",6,"",1,1,"SW"
784,"PA-W","HOFI","FT",2,"",1,1,"E "
784,"PA-W","INDO","FT",3,"",1,0,"E "
784,"PA-W","RODO",">40",2,"",1,0,"N "
784,"PA-W","GTGR",">40",2,"",0,1,"NW"
784,"PA-W","HOSP","FT",3,"",1,1,"E "
784,"PA-W","NOMO","FT",1,"",1,1,"E "
785,"PA-E","HOSP","20-40",3,"",1,1,"N "
785,"PA-E","HOSP",">40",3,"",1,1,"NW"
785,"PA-E","VERD","20-40",1,"",1,1,"N "
785,"PA-E","EUST",">40",2,"",1,1,"NW"
785,"PA-E","HOSP","FT",2,"",1,1,"W "
785,"PA-E","HOSP","20-40",4,"",1,1,"SW"
785,"PA-E","HOFI","FT",1,"",1,1,"N "
785,"PA-E","RODO","FT",2,"",1,0,"N "
785,"PA-E","RODO",">40",2,"",1,0,"SW"
785,"PA-E","HOSP",">40",6,"",0,1,"S "
785,"PA-E","MODO","FT",2,"",1,0,"N "
785,"PA-E","GTGR","FT",1,"",1,0,"S "
785,"PA-E","EUST","FT",1,"",1,0,"N "
785,"PA-E","RODO","20-40",1,"",1,0,"S "
785,"PA-E","NOMO","FT",1,"",1,1,"NW"
785,"PA-E","CBTH",">40",1,"",0,1,"SW"
785,"PA-E","HOSP","FT",2,"",1,1,"N "
786,"WR-N","HOSP","10-20",3,"",1,1,"NW"
786,"WR-N","HOFI","10-20",3,"",1,1,"NW"
786,"WR-N","HOSP","20-40",4,"",0,1,"NE"
786,"WR-N","HOSP",">40",6,"",0,1,"N "
786,"WR-N","RODO","FT",2,"",1,0,"E "
786,"WR-N","ANHU","FT",1,"",1,1,"W "
786,"WR-N","GIWO","20-40",1,"",0,1,"NE"
786,"WR-N","MODO","FT",3,"",1,0,"N "
786,"WR-N","WWDO","FT",2,"",1,0,"N "
786,"WR-N","NOMO",">40",1,"",0,1,"NE"
786,"WR-N","HOFI","FT",1,"",1,1,"N "
786,"WR-N","CBTH","20-40",1,"",1,1,"W "
786,"WR-N","HOSP","20-40",6,"",0,1,"S "
786,"WR-N","INDO","10-20",2,"",1,0,"S "
786,"WR-N","VERD","FT",1,"",1,1,"N "
787,"WR-S","HOSP","10-20",3,"",1,1,"NW"
787,"WR-S","HOFI","10-20",2,"",1,1,"NW"
787,"WR-S","RODO","5-10",3,"",1,0,"E "
787,"WR-S","RODO","20-40",2,"",1,0,"NW"
787,"WR-S","HOFI","5-10",2,"",1,1,"SE"
787,"WR-S","MODO","FT",2,"",1,0,"S "
787,"WR-S","ANHU","10-20",1,"",1,1,"E "
787,"WR-S","GIWO",">40",1,"",0,1,"NW"
787,"WR-S","MODO","10-20",2,"",1,0,"SE"
787,"WR-S","HOSP","20-40",6,"",0,1,"N "
787,"WR-S","HOSP","FT",3,"",1,1,"S "
787,"WR-S","HOSP","20-40",3,"",1,1,"SW"
787,"WR-S","RODO","FT",2,"",1,0,"W "
787,"WR-S","EUST",">40",1,"",0,1,"W "
787,"WR-S","GTGR","FT",1,"",1,0,"S "
787,"WR-S","MODO","FT",2,"",1,0,"E "
787,"WR-S","HOFI","FT",1,"",1,1,"N "
788,"WR-E","CACW",">40",1,"",0,1,"NW"
788,"WR-E","HOFI","10-20",2,"",1,1,"NE"
788,"WR-E","ANHU","10-20",1,"",1,1,"NE"
788,"WR-E","EUST","20-40",1,"",0,1,"SE"
788,"WR-E","NOMO","20-40",1,"",1,1,"SE"
788,"WR-E","VERD","20-40",1,"",1,1,"NW"
788,"WR-E","GIWO",">40",1,"",1,1,"NW"
788,"WR-E","RODO","20-40",2,"",1,0,"SE"
788,"WR-E","CACW","20-40",1,"",1,1,"NW"
788,"WR-E","HOSP","FT",2,"",1,1,"E "
788,"WR-E","HOFI","FT",1,"",1,0,"N "
788,"WR-E","MODO","FT",3,"",1,0,"N "
788,"WR-E","INDO","10-20",2,"",1,0,"NE"
788,"WR-E","WWDO","FT",2,"",1,0,"W "
788,"WR-E","RODO","FT",2,"",1,0,"N "
788,"WR-E","HOFI",">40",2,"",0,1,"NW"
788,"WR-E","MODO","20-40",2,"",1,0,"NW"
788,"WR-E","GTGR",">40",2,"",0,1,"N "
788,"WR-E","GIFL","20-40",1,"",1,1,"NW"
788,"WR-E","BCHU","20-40",1,"",1,1,"NW"
788,"WR-E","VERD","FT",1,"",1,1,"N "
788,"WR-E","HOSP",">40",3,"",0,1,"SE"
788,"WR-E","EUST","FT",1,"",1,0,"N "
788,"WR-E","MODO","FT",2,"",1,0,"W "
788,"WR-E","OCWA","20-40",1,"",1,1,"NW"
789,"WR-W","RODO","FT",2,"",1,0,"W "
789,"WR-W","HOSP","10-20",4,"",1,1,"SW"
789,"WR-W","ANHU","5-10",1,"",1,1,"SW"
789,"WR-W","EUST","FT",1,"",1,0,"W "
789,"WR-W","ABTO","10-20",2,"",1,1,"W "
789,"WR-W","NOMO","FT",1,"",1,1,"N "
789,"WR-W","GTGR",">40",1,"",0,1,"W "
789,"WR-W","INDO","10-20",3,"",1,0,"W "
789,"WR-W","GIWO","20-40",1,"",1,1,"SW"
789,"WR-W","MODO","FT",2,"",1,0,"N "
789,"WR-W","HOSP",">40",10,"",0,1,"W "
789,"WR-W","CBTH","20-40",1,"",1,1,"SE"
789,"WR-W","MODO","FT",3,"",1,0,"W "
789,"WR-W","EUST",">40",2,"",0,1,"SW"
789,"WR-W","HOSP","FT",2,"",1,1,"W "
789,"WR-W","WWDO","FT",2,"",1,0,"N "
790,"WR-C","MODO",">40",6,"",1,0,"NE"
790,"WR-C","WWDO",">40",3,"",1,0,"NE"
790,"WR-C","HOFI","10-20",2,"",1,1,"S "
790,"WR-C","EUST","FT",4,"",1,1,"S "
790,"WR-C","BHCO","FT",2,"",1,0,"S "
790,"WR-C","ANHU","10-20",1,"",1,1,"SE"
790,"WR-C","VERD","20-40",1,"",0,1,"NE"
790,"WR-C","HOSP",">40",12,"",0,1,"S "
790,"WR-C","HOSP",">40",10,"",0,1,"NE"
790,"WR-C","RODO",">40",3,"",1,0,"N "
790,"WR-C","MODO","FT",5,"",1,0,"N "
790,"WR-C","HOSP","FT",2,"",1,1,"E "
790,"WR-C","NOMO","20-40",1,"",0,1,"NE"
790,"WR-C","GIWO",">40",1,"",0,1,"S "
790,"WR-C","EUST",">40",11,"",1,0,"SW"
790,"WR-C","GIFL",">40",2,"",1,1,"N "
790,"WR-C","HOSP","20-40",6,"",1,1,"SE"
790,"WR-C","HOFI","20-40",3,"",1,1,"SE"
790,"WR-C","EUST","FT",5,"",1,0,"W "
790,"WR-C","WWDO","FT",2,"",1,0,"N "
790,"WR-C","MODO","FT",2,"",1,0,"E "
791,"CA-E","WWDO","FT",2,"",1,0,"E "
791,"CA-E","GTGR",">40",1,"",0,1,"NW"
791,"CA-E","HOFI","10-20",2,"",1,1,"SW"
791,"CA-E","NOMO","20-40",1,"",1,1,"NE"
791,"CA-E","VERD","20-40",1,"",1,1,"NW"
791,"CA-E","HOSP",">40",10,"",0,1,"S "
791,"CA-E","EUST","FT",1,"",1,0,"N "
792,"CA-N","NOMO","20-40",1,"",1,1,"NW"
792,"CA-N","HOFI","5-10",2,"",1,1,"SE"
792,"CA-N","HOSP",">40",6,"",0,1,"N "
792,"CA-N","GTGR","FT",1,"",1,0,"W "
792,"CA-N","EUST","FT",2,"",1,0,"S "
792,"CA-N","HOSP",">40",6,"",0,1,"NE"
792,"CA-N","ANHU","20-40",1,"",0,1,"SE"
792,"CA-N","CBTH",">40",1,"",0,1,"N "
793,"CA-W","HOSP","20-40",4,"",1,1,"NE"
793,"CA-W","CACW","20-40",1,"",0,1,"W "
793,"CA-W","VERD","20-40",1,"",0,1,"NW"
793,"CA-W","GIWO",">40",1,"",0,1,"SW"
793,"CA-W","HOSP","10-20",3,"",1,1,"SE"
793,"CA-W","HOFI","FT",1,"",1,1,"N "
793,"CA-W","GTGR",">40",1,"",0,1,"SE"
793,"CA-W","MODO","FT",3,"",1,0,"W "
793,"CA-W","WWDO","FT",2,"",1,0,"NW"
793,"CA-W","HOSP",">40",6,"",0,1,"NE"
793,"CA-W","HOSP",">40",10,"",0,1,"SE"
793,"CA-W","HOFI","FT",1,"",1,1,"S "
793,"CA-W","GIWO","FT",1,"",1,1,"S "
793,"CA-W","HOSP","FT",3,"",1,1,"N "
793,"CA-W","GTGR",">40",1,"",0,1,"N "
793,"CA-W","MODO","FT",3,"",1,0,"N "
794,"CA-S","HOSP","10-20",3,"",1,1,"NE"
794,"CA-S","HOSP","20-40",6,"",0,1,"NE"
794,"CA-S","HOFI","10-20",2,"",1,1,"NE"
794,"CA-S","GTGR",">40",1,"",0,1,"N "
794,"CA-S","CACW","20-40",1,"",0,1,"W "
794,"CA-S","VERD","FT",1,"",1,1,"W "
794,"CA-S","BHCO",">40",2,"",0,1,"S "
794,"CA-S","HOSP","20-40",6,"",0,1,"W "
794,"CA-S","HOSP","20-40",3,"",1,1,"SE"
794,"CA-S","GTGR","FT",1,"",1,0,"S "
794,"CA-S","GIWO","FT",1,"",1,0,"W "
794,"CA-S","EUST",">40",1,"",0,1,"NE"
794,"CA-S","HOSP","FT",2,"",1,1,"W "
794,"CA-S","ANHU","FT",1,"",1,1,"W "
794,"CA-S","RODO","FT",3,"",1,0,"N "
794,"CA-S","MODO","FT",2,"",1,0,"N "
794,"CA-S","INDO","10-20",2,"",1,0,"SE"
795,"CA-C","GIFL","20-40",1,"",1,1,"SW"
795,"CA-C","HOSP","10-20",6,"",1,1,"S "
795,"CA-C","HOFI","5-10",2,"",1,1,"SE"
795,"CA-C","GTGR",">40",2,"",0,1,"NW"
795,"CA-C","EUST","FT",2,"",1,1,"N "
795,"CA-C","HOLA","20-40",11,"",1,1,"NW"
795,"CA-C","BCHU","5-10",1,"",1,1,"SE"
795,"CA-C","ANHU","FT",1,"",1,1,"S "
795,"CA-C","HOSP","10-20",10,"",1,1,"W "
795,"CA-C","YWAR","20-40",2,"",1,1,"SE"
795,"CA-C","HOSP","10-20",4,"",1,1,"E "
795,"CA-C","GIWO","FT",1,"",1,0,"SW"
795,"CA-C","MODO","FT",3,"",1,0,"S "
795,"CA-C","INDO","20-40",6,"",1,0,"SW"
795,"CA-C","HOSP","FT",3,"",1,1,"S "
795,"CA-C","HOSP",">40",10,"",0,1,"S "
795,"CA-C","CACW","20-40",1,"",1,1,"S "
795,"CA-C","VERD","10-20",1,"",1,1,"SE"
795,"CA-C","NAWA","10-20",1,"",1,1,"E "
795,"CA-C","INDO","FT",2,"",1,0,"W "
795,"CA-C","WWDO","FT",1,"",1,0,"SW"
795,"CA-C","GTGR","FT",1,"",1,0,"N "
796,"DW-W","HOFI","20-40",2,"",1,1,"NE"
796,"DW-W","HOSP","20-40",3,"",1,1,"NE"
796,"DW-W","CBTH","20-40",1,"",1,1,"NW"
796,"DW-W","GIWO","20-40",1,"",1,1,"W "
796,"DW-W","CACW",">40",1,"",1,1,"W "
796,"DW-W","VERD","20-40",1,"",1,1,"NE"
796,"DW-W","HOSP","20-40",4,"",1,1,"SE"
796,"DW-W","HOFI","FT",1,"",1,1,"N "
796,"DW-W","MODO","FT",3,"",1,0,"W "
796,"DW-W","WWDO","FT",2,"",1,0,"NW"
796,"DW-W","HOSP",">40",6,"",0,1,"NE"
796,"DW-W","HOSP","FT",2,"",1,0,"E "
796,"DW-W","INDO","20-40",2,"",1,0,"SE"
796,"DW-W","MODO","20-40",1,"",1,0,"SE"
796,"DW-W","RODO","FT",3,"",1,0,"N "
796,"DW-W","ANHU","10-20",1,"",1,1,"NE"
796,"DW-W","CACW","20-40",1,"",1,1,"SW"
796,"DW-W","EUST","FT",2,"",1,1,"S "
797,"DW-E","HOSP","20-40",6,"",1,1,"NW"
797,"DW-E","MODO","FT",1,"",1,0,"N "
797,"DW-E","HOSP","10-20",4,"",1,1,"W "
797,"DW-E","EUST","20-40",2,"",0,1,"S "
797,"DW-E","NOMO","5-10",1,"",1,1,"E "
797,"DW-E","VERD","10-20",1,"",1,1,"SW"
797,"DW-E","HOFI",">40",2,"",0,1,"E "
797,"DW-E","GIWO","20-40",1,"",1,1,"S "
797,"DW-E","GTGR","FT",2,"",1,1,"S "
797,"DW-E","MODO","FT",3,"",1,0,"S "
797,"DW-E","HOSP",">40",10,"",0,1,"E "
797,"DW-E","HOSP","FT",2,"",1,1,"N "
797,"DW-E","INDO","10-20",2,"",1,0,"W "
797,"DW-E","NOMO",">40",1,"",0,1,"E "
797,"DW-E","HOSP","20-40",6,"",0,1,"SW"
798,"DW-S","CBTH","20-40",1,"",1,1,"SE"
798,"DW-S","HOSP","10-20",3,"",1,1,"SW"
798,"DW-S","NOMO","FT",1,"",1,1,"N "
798,"DW-S","EUST",">40",2,"",0,1,"W "
798,"DW-S","HOSP","20-40",3,"",1,1,"NE"
798,"DW-S","HOSP","FT",2,"",1,1,"W "
798,"DW-S","ANHU",">40",1,"",0,1,"W "
798,"DW-S","VERD","20-40",1,"",0,1,"SE"
798,"DW-S","GTGR","FT",1,"",1,0,"S "
798,"DW-S","RODO","FT",3,"",1,0,"N "
798,"DW-S","MODO","FT",2,"",1,0,"W "
798,"DW-S","HOSP","10-20",4,"",1,1,"NW"
798,"DW-S","HOFI","FT",2,"",1,1,"E "
798,"DW-S","GTGR",">40",1,"",0,1,"NW"
798,"DW-S","HOSP","20-40",6,"",1,1,"SE"
798,"DW-S","HOSP",">40",10,"",0,1,"E "
799,"DW-N","ANHU","20-40",1,"",1,1,"NE"
799,"DW-N","HOSP","20-40",6,"",0,1,"NE"
799,"DW-N","HOSP",">40",3,"",1,1,"SE"
799,"DW-N","GTGR","FT",1,"",0,1,"N "
799,"DW-N","GIWO","20-40",1,"",1,0,"NW"
799,"DW-N","VERD","10-20",1,"",1,1,"NE"
799,"DW-N","HOSP","FT",3,"",1,1,"N "
799,"DW-N","ANHU","FT",1,"",1,1,"E "
799,"DW-N","WWDO","FT",2,"",1,0,"N "
799,"DW-N","MODO","FT",1,"",1,0,"N "
799,"DW-N","RODO",">40",2,"",1,0,"W "
799,"DW-N","RODO","FT",4,"",1,0,"W "
799,"DW-N","CBTH","20-40",1,"",0,1,"NE"
799,"DW-N","HOFI","10-20",2,"",1,1,"SE"
800,"DW-C","CACW","10-20",1,"",1,1,"N "
800,"DW-C","GIWO","20-40",1,"",1,1,"S "
800,"DW-C","HOSP","10-20",3,"",1,1,"S "
800,"DW-C","NOMO","FT",1,"",1,1,"S "
800,"DW-C","EUST",">40",1,"",1,1,"SW"
800,"DW-C","HOSP","FT",2,"",1,1,"S "
800,"DW-C","ABTO","20-40",2,"",1,1,"NW"
800,"DW-C","VERD","FT",1,"",1,1,"S "
800,"DW-C","MODO","20-40",5,"",1,0,"W "
800,"DW-C","INDO","10-20",4,"",1,0,"W "
800,"DW-C","WWDO","20-40",2,"",1,0,"W "
800,"DW-C","MODO",">40",4,"",1,0,"W "
800,"DW-C","BCHU","10-20",1,"",1,1,"SE"
800,"DW-C","ANHU","FT",1,"",1,1,"S "
800,"DW-C","CBTH","20-40",1,"",1,1,"SW"
800,"DW-C","WWDO","FT",1,"",1,0,"W "
800,"DW-C","MODO","FT",3,"",1,0,"N "
800,"DW-C","OCWA","10-20",1,"",1,1,"SE"
801,"CA-W","HOSP","20-40",7,"",1,1,"W "
801,"CA-W","HOSP","10-20",3,"",1,1,"W "
801,"CA-W","HOSP","5-10",2,"",1,1,"W "
801,"CA-W","CACW","5-10",1,"",1,1,"SW"
801,"CA-W","CACW","10-20",1,"",1,1,"S "
801,"CA-W","GIWO","20-40",1,"",1,1,"NE"
801,"CA-W","VERD","10-20",1,"",1,1,"E "
801,"CA-W","HOSP","5-10",3,"",1,1,"N "
801,"CA-W","GIWO",">40",1,"",0,1,"S "
801,"CA-W","HOSP","20-40",1,"",1,0,"S "
801,"CA-W","KILL",">40",1,"",0,1,"E "
801,"CA-W","VERD","20-40",1,"",0,1,"SE"
801,"CA-W","HOFI","FT",1,"",1,0,"E "
801,"CA-W","HOSP","5-10",1,"",1,1,"E "
801,"CA-W","MODO","FT",1,"",1,0,"E "
801,"CA-W","MODO","FT",6,"",1,0,"W "
801,"CA-W","CACW",">40",1,"",0,1,"W "
801,"CA-W","HOSP","FT",2,"",1,1,"NE"
801,"CA-W","CACW","10-20",1,"",1,1,"NW"
801,"CA-W","RUHU","0-5",1,"",1,0,"S "
801,"CA-W","MODO","FT",1,"",1,0,"S "
801,"CA-W","MODO","FT",1,"",1,0,"SE"
802,"CA-C","NOMO","20-40",1,"",1,1,"S "
802,"CA-C","MODO",">40",1,"",1,0,"SW"
802,"CA-C","unwa","FT",2,"possibly YWAR",1,0,"W "
802,"CA-C","GIWO",">40",1,"",1,1,"SE"
802,"CA-C","CACW",">40",1,"",1,1,"W "
802,"CA-C","VERD","20-40",1,"",1,1,"NW"
802,"CA-C","HOSP",">40",11,"",1,0,"SW"
802,"CA-C","HOFI",">40",3,"",1,1,"N "
802,"CA-C","COHU","10-20",1,"",1,1,"NE"
802,"CA-C","CBTH","20-40",1,"",1,1,"N "
802,"CA-C","INDO",">40",2,"",1,0,"SW"
802,"CA-C","MODO",">40",1,"",1,0,"SE"
802,"CA-C","GIWO",">40",1,"",0,1,"E "
802,"CA-C","EUST","FT",2,"",1,0,"S "
802,"CA-C","INDO",">40",2,"",1,0,"W "
802,"CA-C","WCSP","5-10",2,"",1,1,"SE"
802,"CA-C","WCSP","10-20",3,"",1,1,"W "
802,"CA-C","MODO","FT",1,"",1,0,"S "
802,"CA-C","UNHA","FT",1,"American Kestrel",1,0,"W "
803,"CA-N","RODO","20-40",4,"",1,0,"NE"
803,"CA-N","MODO","FT",1,"",1,0,"S "
803,"CA-N","MODO","FT",2,"",1,0,"E "
803,"CA-N","HOSP",">40",1,"",1,0,"S "
804,"CA-E","VERD","0-5",1,"",1,1,"NW"
804,"CA-E","CACW","0-5",1,"",1,1,"E "
804,"CA-E","MODO","0-5",1,"",1,1,"NW"
804,"CA-E","MODO","20-40",1,"",1,0,"SE"
804,"CA-E","MODO","FT",1,"",1,0,"SW"
804,"CA-E","GTGR","FT",2,"",1,0,"S "
804,"CA-E","VERD","5-10",1,"",1,1,"S "
804,"CA-E","WEKI","FT",1,"",1,0,"S "
804,"CA-E","HOSP","5-10",3,"",1,1,"S "
804,"CA-E","HOSP","0-5",1,"",1,0,"NW"
804,"CA-E","GIWO",">40",1,"",0,1,"E "
804,"CA-E","HOSP","10-20",2,"",1,1,"W "
804,"CA-E","RODO",">40",2,"",1,0,"N "
804,"CA-E","MODO","FT",2,"",1,0,"N "
804,"CA-E","HOSP","FT",1,"",1,0,"N "
804,"CA-E","MODO","FT",2,"",1,0,"S "
804,"CA-E","HOSP","10-20",1,"",1,0,"NE"
804,"CA-E","NOMO","20-40",1,"",1,1,"SE"
804,"CA-E","HOSP","10-20",2,"",1,0,"S "
804,"CA-E","HOSP","FT",1,"",1,0,"E "
804,"CA-E","CACW",">40",1,"",0,1,"SE"
804,"CA-E","HOFI","FT",1,"",1,1,"W "
804,"CA-E","INDO","FT",1,"",1,0,"W "
804,"CA-E","HOSP","20-40",1,"",0,1,"NW"
804,"CA-E","MODO","FT",1,"",1,0,"SE"
805,"CA-S","CACW","20-40",1,"",1,1,"NW"
805,"CA-S","CACW","10-20",1,"",1,1,"W "
805,"CA-S","HOSP","10-20",1,"",1,0,"W "
805,"CA-S","MODO","FT",6,"",1,0,"W "
805,"CA-S","MODO","FT",1,"",1,0,"SW"
805,"CA-S","MODO","FT",1,"",1,0,"S "
805,"CA-S","HOSP","FT",1,"",1,0,"S "
805,"CA-S","HOSP","5-10",1,"",1,1,"N "
805,"CA-S","COHU","10-20",1,"",1,1,"NE"
805,"CA-S","HOSP","10-20",2,"",1,1,"NE"
805,"CA-S","ANHU","10-20",1,"",1,1,"NE"
805,"CA-S","GIWO",">40",1,"",0,1,"E "
805,"CA-S","HOSP","20-40",5,"5 plus",0,1,"N "
805,"CA-S","HOSP",">40",2,"",1,1,"E "
805,"CA-S","HOSP","20-40",2,"2 plus",0,1,"SE"
805,"CA-S","MODO","20-40",1,"",1,0,"NW"
805,"CA-S","VERD","10-20",1,"",1,1,"NW"
805,"CA-S","MODO","FT",1,"",1,0,"NW"
805,"CA-S","CACW","20-40",1,"",1,1,"E "
805,"CA-S","MODO","20-40",3,"",1,0,"NE"
805,"CA-S","INDO","20-40",1,"",0,1,"SE"
805,"CA-S","MODO","FT",5,"",1,0,"N "
805,"CA-S","VERD","5-10",1,"",1,1,"E "
805,"CA-S","CBTH",">40",1,"",0,1,"W "
805,"CA-S","GIWO","0-5",1,"",1,0,"SW"
805,"CA-S","HOFI","FT",2,"",1,0,"N "
806,"WR-C","GTGR","10-20",1,"",1,1,"NW"
806,"WR-C","EUST",">40",16,"",1,1,"NW"
806,"WR-C","GTGR",">40",2,"",1,1,"N "
806,"WR-C","MODO",">40",1,"",1,0,"N "
806,"WR-C","VERD","10-20",1,"",1,1,"N "
806,"WR-C","EUST","FT",1,"",1,0,"N "
806,"WR-C","CBTH","20-40",1,"",1,1,"NW"
806,"WR-C","EUST","FT",1,"",1,0,"NE"
806,"WR-C","GIWO",">40",1,"",0,1,"E "
806,"WR-C","NOMO",">40",1,"",0,1,"NE"
806,"WR-C","HOFI","5-10",7,"",1,1,"NW"
806,"WR-C","KILL","FT",2,"",1,1,"NE"
806,"WR-C","EUST",">40",7,"",1,1,"E "
806,"WR-C","MODO","FT",1,"",1,0,"NE"
806,"WR-C","GTGR","5-10",1,"",1,1,"S "
806,"WR-C","MODO",">40",2,"",1,0,"S "
806,"WR-C","KILL","FT",3,"",1,1,"S "
806,"WR-C","MODO","FT",1,"",1,0,"N "
806,"WR-C","CBTH",">40",1,"",1,1,"E "
806,"WR-C","EUST",">40",10,"",1,1,"SE"
806,"WR-C","ANHU","10-20",1,"",1,1,"SW"
806,"WR-C","UNHA","20-40",2,"American Kestrel",1,0,"SW"
806,"WR-C","GTGR",">40",2,"",1,1,"NE"
806,"WR-C","KILL","FT",2,"",1,1,"W "
806,"WR-C","GIWO","20-40",1,"",1,1,"SW"
806,"WR-C","KILL","FT",1,"",1,1,"N "
806,"WR-C","INDO",">40",1,"",1,1,"W "
807,"WR-N","VERD","5-10",1,"",1,1,"NW"
807,"WR-N","HOSP","5-10",2,"",1,1,"NW"
807,"WR-N","CACW","5-10",1,"",1,1,"N "
807,"WR-N","HOSP","5-10",1,"",1,1,"E "
807,"WR-N","INDO","10-20",1,"",1,1,"N "
807,"WR-N","EUST","FT",2,"",1,0,"NE"
807,"WR-N","HOSP","10-20",3,"",1,1,"E "
807,"WR-N","MODO","FT",2,"",1,0,"E "
807,"WR-N","GTGR","5-10",4,"",1,1,"NW"
807,"WR-N","RODO","5-10",1,"",1,0,"NW"
807,"WR-N","ANHU","FT",1,"",1,1,"S "
807,"WR-N","GIWO","10-20",1,"",1,1,"E "
807,"WR-N","HOFI","10-20",2,"",1,1,"E "
807,"WR-N","RODO","FT",1,"",1,0,"E "
807,"WR-N","HOSP","5-10",5,"",1,1,"SE"
807,"WR-N","NOMO",">40",1,"",1,1,"E "
807,"WR-N","VERD","0-5",1,"",1,1,"S "
807,"WR-N","NOMO","5-10",1,"",1,0,"SW"
807,"WR-N","GRRO","5-10",1,"",1,1,"W "
807,"WR-N","ANHU","5-10",1,"",1,1,"NW"
807,"WR-N","COHU","10-20",1,"",1,1,"NE"
807,"WR-N","GRRO","0-5",1,"",1,0,"N "
807,"WR-N","RODO","10-20",1,"",1,0,"NW"
808,"WR-E","ANHU","10-20",1,"",1,1,"W "
808,"WR-E","HOSP","20-40",5,"",1,1,"SW"
808,"WR-E","GIWO",">40",1,"",1,1,"W "
808,"WR-E","ANHU","20-40",1,"",1,1,"NW"
808,"WR-E","MODO","10-20",1,"",1,0,"W "
808,"WR-E","GIWO","10-20",1,"",1,1,"NW"
808,"WR-E","EUST","FT",3,"",1,0,"W "
808,"WR-E","GTGR","20-40",4,"",1,1,"NW"
808,"WR-E","RODO","10-20",4,"",1,0,"SE"
808,"WR-E","RODO","FT",2,"",1,0,"SE"
808,"WR-E","HOSP","10-20",3,"",1,1,"SE"
808,"WR-E","HOSP","20-40",1,"",1,1,"SE"
808,"WR-E","HOSP","5-10",2,"",1,1,"E "
808,"WR-E","MODO","FT",1,"",1,1,"NE"
808,"WR-E","EUST","FT",3,"",1,0,"E "
808,"WR-E","INDO","0-5",2,"",1,0,"NW"
808,"WR-E","CBTH","20-40",1,"",1,1,"NW"
808,"WR-E","VERD","5-10",1,"",1,1,"W "
808,"WR-E","MODO","20-40",2,"",1,1,"NW"
808,"WR-E","MODO","FT",1,"",1,0,"E "
808,"WR-E","HOFI","FT",3,"",1,1,"S "
809,"WR-S","HOFI","10-20",3,"",1,1,"S "
809,"WR-S","HOFI","FT",2,"",1,1,"W "
809,"WR-S","HOSP","5-10",2,"",1,1,"S "
809,"WR-S","HOSP","FT",2,"",1,1,"S "
809,"WR-S","MODO","20-40",1,"",1,0,"SW"
809,"WR-S","HOSP","5-10",4,"",1,1,"SW"
809,"WR-S","ANHU","10-20",1,"",1,1,"E "
809,"WR-S","NOMO",">40",2,"",1,0,"E "
809,"WR-S","MODO",">40",1,"",1,0,"E "
809,"WR-S","GIWO","10-20",1,"",1,0,"E "
809,"WR-S","HOSP","10-20",4,"",1,0,"E "
809,"WR-S","GTGR","20-40",1,"",0,1,"N "
809,"WR-S","CACW","20-40",1,"",0,1,"N "
